licence_num,使用分區,其他基地面積,原建照,地上層數,地上避難面積,地下層數,地下避難面積,工程造價,幢數,建物高度,建築面積,建造類別,戶數,棟數,構造種類,法定空地面積,發照日期,竣工日期,簷高,開工日期,騎樓基地面積
100使字第0142號,特定專用區(一)(供特定商業使用),57.96,098建字第0033號,2,0,0,0,82.0,1,9.93,41.08,新建,1,1,RC造,11.59,2011-05-13,2010-11-11,,2009-07-17,19.04
100使字第0143號,特定專用區(一)(供特定商業使用),66.36,096建字第0593號,3,0,0,0,119.0,1,13.18,54.87,新建,1,1,RC造,30.45,2011-05-13,2010-11-11,,2008-08-06,18.64
100使字第0144號,大專用地(公共設施用地),93101,099建字第0071號,1,0,0,0,30.0,,3.3,49.1,新建,1,1,輕型鋼架造,55860.6,2011-05-13,2010-09-15,,2010-06-18,0
100使字第0145號,大稻埕歷史風貌特定專用區特(三),229.11,095建字第0256號,3,0,0,0,273.0,1,11.25,199.91,新建,1,1,加強磚造、磚造、輕鋼架造,37.8,2011-05-16,2009-12-25,,2007-10-24,22.89
100使字第0146號,第四種商業區(原屬商三),149.14,097建字第0241號,11,0,2,126.68,1505.0,1,33.4,94.52,新建,19,1,RC造,52.2,2011-05-16,2011-03-02,,2009-05-13,13.86
100使字第0147號,住4,325,094建字第0418號,13,0,2,122.73,2031.0,1,42.85,102.18,新建,12,1,RC造,222.82,2011-05-17,2011-01-10,,2006-06-03,0
100使字第0148號,第三種住宅、住3,119.51,098建字第0432號,3,71.44,0,0,78.0,1,13.4,52.39,增建,1,1,RC造、鋼骨造,65.73,2011-05-18,2011-01-05,,2010-01-29,0
100使字第0149號,公園用地,246958,098建字第0162號,2,0,0,0,562.0,1,10.5,440.5,新建,1,1,RC造,217323.04,2011-05-19,2011-03-10,,2009-09-28,0
100使字第0150號,第二種工業區,223,097建字第0457號,7,0,1,167.84,767.0,1,29.25,100.3,新建,6,1,RC造,122.65,2011-05-18,2011-01-25,,2009-06-23,0
100使字第0151號,機關用地,1208,095建字第0357號,7,0,2,482.93,3712.0,1,29.8,482.93,新建,1,1,RC造,725.07,2011-05-19,2011-02-17,,2009-10-12,0
100使字第0152號,住2,485.52,097建字第0586號,5,0,1,297.66,776.0,1,16.8,168.21,新建,5,1,RC造,315.59,2011-05-19,2011-01-26,,2009-02-20,0
100使字第0153號,住2,1052.54,097建字第0208號,4,0,1,0,1605.0,2,13.1,367.54,新建,8,1,RC造,684.14,2011-05-19,2011-03-08,,2009-02-20,0
100使字第0154號,特定觀光商業專用區,625.48,097建字第0327號,14,0,2,440.61,7581.0,1,46.2,415.6,新建,39,1,RC造,265.64,2011-05-20,2011-03-24,,2009-04-15,55.76
100使字第0155號,第三種商業區,105.98,098建字第0331號,3,0,0,0,171.0,1,11.5,83.31,新建,1,1,RC造,37.09,2011-05-20,2010-11-04,,2010-01-19,20.02
100使字第0156號,住3,2780,096建字第0511號,14,0,3,2249.68,21662.0,1,48.4,808.63,新建,87,1,鋼骨RC造,1529,2011-05-25,2011-03-02,,2008-06-30,0
100使字第0157號,住3,178,097建字第0133號,6,0,1,90.34,593.0,1,19.35,79.21,新建,5,1,RC造,98.79,2011-05-25,2010-08-19,,2008-08-07,0
100使字第0158號,學校用地(公共設施用地)、交通用地(公共設施用地),37622,099建字第0230號,3,0,0,0,69.0,2,12.5,101.51,增建,0,2,輕鋼架造,24454.3,2011-05-26,2011-03-08,,2010-08-11,0
100使字第0159號,特定專用區(一)(供特定商業使用),183,095建字第0521號,3,0,0,0,222.0,1,14.15,146.35,新建,1,1,RC造,36.6,2011-05-26,2010-07-30,,2007-04-18,0
100使字第0160號,住3,232,098建字第0060號,7,0,1,199.75,899.0,1,21.85,100.67,新建,6,1,RC造,131.33,2011-05-26,2011-02-24,,2009-05-15,0
100使字第0161號,住3,871,096建字第0253號,9,0,3,0,5952.0,1,29.5,355.55,新建,26,1,RC造,479.05,2011-05-27,2010-08-03,,2008-02-22,0
100使字第0162號,住3,143,098建字第0300號,7,0,1,64.79,476.0,1,19.53,64.1,新建,6,1,RC造,78.65,2011-05-27,2011-04-29,,2009-09-11,0
100使字第0163號,第三種住宅,244,098建字第0376號,7,0,1,188.63,939.0,1,22,108.68,新建,12,1,RC造,134.2,2011-05-30,2011-03-15,,2010-02-06,0
100使字第0164號,自來水廠用地,84285,099建字第0195號,3,0,2,0,10.0,1,3.8,29800.63,增建,1,1,輕型鋼架造,50571,2011-05-31,2011-03-07,,2010-06-28,0
100使字第0165號,商1,1540.63,097建字第0017號,15,0,3,1001.97,21834.0,1,49.9,837.66,新建,110,1,RC造,702.97,2011-05-31,2011-04-06,,2008-07-24,171.37
100使字第0166號,第二種住宅區、山限住宅區,257.72,098建字第0428號,5,0,0,0,478.0,1,17.5,88.81,新建,4,1,RC造,167.52,2011-06-01,2011-04-22,,2010-03-01,0
100使字第0167號,高職用地(公共設施用地),44253,099建字第0215號,4,0,1,0,522.0,1,14.35,0,增建,1,1,RC造,26551.8,2011-06-01,,,,0
100使字第0168號,商三特(原屬商二，住三),272,098建字第0457號,7,0,2,152.75,1331.0,1,21.75,133.15,新建,7,1,RC造,138.85,2011-06-01,2011-02-25,,2010-01-29,0
100使字第0169號,商三特(原住三),228.63,096建字第0401號,7,0,2,0,1578.0,1,26,102.86,新建,34,1,RC造,125.77,2011-06-08,2010-12-24,,2007-11-29,117.37
100使字第0170號,住3,1340,097建字第0260號,13,0,2,1221.77,8896.0,1,45,600.01,新建,35,2,RC造,737,2011-06-08,2011-01-28,,2008-09-05,0
100使字第0171號,住3,925,098建字第0131號,10,0,2,528.97,4370.0,1,33.4,410.86,新建,23,1,RC造,506.17,2011-06-09,2011-03-08,,2009-12-18,0
100使字第0172號,住3,1918.11,095建字第0569號,7,0,2,320.7,2186.0,1,22.45,313.87,新建,1,1,RC造,1054.96,2011-06-10,2010-10-15,,2007-07-10,42.59
100使字第0173號,住3,1449,096建字第0420號,11,0,3,1134.45,8981.0,1,38.7,650.15,新建,48,1,RC造,797.5,2011-06-10,2010-08-12,,2008-04-11,0
100使字第0174號,住3,248,097建字第0527號,7,0,2,157.91,1013.0,1,28.5,109.16,新建,6,1,RC造,138.84,2011-06-13,2011-03-17,,2009-11-18,0
100使字第0175號,住3,425,097建字第0537號,7,0,1,219.81,1521.0,1,24.8,190.97,新建,7,1,RC造,233.75,2011-06-14,2011-03-18,,2009-07-23,0
100使字第0176號,大專用地,44308.04,099建字第0030號,5,0,0,0,32.0,1,20.03,16055.09,增建,1,1,鋼骨造,26584.83,2011-06-15,2011-04-01,,2010-06-21,0
100使字第0177號,特定專用區(一)(供特定商業使用),209,096建字第0545號,3,0,1,0,281.0,1,14.78,97.71,新建,1,1,RC造,41.8,2011-06-15,2011-02-22,,2008-02-25,0
100使字第0178號,工2,1738.2,097建字第0596號,2,0,0,0,2590.0,1,21.05,781.71,新建,2,1,鋼構造,956.01,2011-06-15,2010-12-16,,2009-06-24,0
100使字第0179號,住3,693,098建字第0217號,10,0,2,615.65,3865.0,1,33.2,284.56,新建,23,1,RC造,380.44,2011-06-16,2011-04-13,,2009-09-02,0
100使字第0180號,第三種商業區（原屬第二種商業區及第三種住宅區）,1043.14,096建字第0407號,14,0,6,1166.64,29740.0,1,49.95,863.34,新建,49,1,RC造、鋼骨造,423.64,2011-06-16,2011-04-12,,2008-05-06,243.86
100使字第0181號,住1,377.68,097建字第0030號,3,0,1,0,334.0,1,10.5,112.83,新建,3,1,RC造,264.38,2011-06-16,2011-03-07,,2008-10-09,0
100使字第0182號,特定專用區(一)(供特定商業使用),129.07,098建字第0240號,3,0,0,0,227.0,1,14.64,94.16,新建,1,1,RC造,25.95,2011-06-17,2011-01-21,,2009-08-18,16.94
100使字第0183號,國小用地(公共設施用地),27153,098建字第0020號,5,0,0,0,4219.0,1,22.25,1740.81,新建,1,1,RC造、鋼骨RC造、鋼骨造,16291.8,2011-06-17,2011-04-07,,2009-05-26,0
100使字第0184號,第二種住宅區,371,097建字第0240號,4,0,1,0,571.0,1,13.2,129.82,新建,2,1,RC造,241.15,2011-06-20,2011-01-18,,2008-10-07,0
100使字第0185號,特定專用區(一)(供特定商業使用),109.26,094建字第0149號,2,0,0,0,127.0,1,10.84,93.73,新建,1,1,RC造,19.05,2011-06-21,2009-08-13,,2005-09-27,17.74
100使字第0186號,電力設施用地,27889.69,094建字第0219號,15,0,3,4686.32,24476.0,5,62.05,5507.12,新建,1,6,鋼骨造、鋼骨RC造、RC造,16733.81,2011-06-21,2010-09-21,,2005-11-18,0
100使字第0187號,學校用地,6128,097建字第0186號,1,0,0,0,313.0,4,4.75,205.94,增建,0,1,鋼骨造,3584,2011-06-22,2010-08-16,,2008-05-26,0
100使字第0188號,第三種住宅,720.6,098建字第0185號,7,,1,444.45,2055.0,0,22,246,新建,14,1,RC造,396.33,2011-06-22,2011-01-12,,2009-08-24,0
100使字第0189號,住3,3952,096建字第1122號,22,0,4,2414.63,33991.0,1,78.4,757.31,新建,38,1,鋼骨RC造,3192,2011-06-23,2011-02-21,,2008-03-27,0
100使字第0190號,第四種商業區,1565.67,097建字第0370號,19,0,5,1441.16,25544.0,1,65.35,1172.69,新建,106,2,RC造,391.42,2011-06-23,2011-02-01,,2009-05-22,97.33
100使字第0191號,科技工業區(C區),1102.64,099雜字第0025號,0,0,0,,15.0,0,21.55,538.73,新建,0,0,不銹鋼造,551.32,2011-06-27,2011-01-13,,2011-01-05,0
100使字第0192號,住3,423,097建字第0289號,7,0,2,226.92,1846.0,1,28.2,188.87,新建,8,1,RC造,232.65,2011-06-29,2011-03-29,,2009-04-03,0
100使字第0193號,住3,498,098建字第0122號,7,0,2,410.56,2114.0,1,23.3,218.4,新建,7,1,RC造,273.9,2011-06-29,2011-05-04,,2009-08-11,0
100使字第0194號,第三種商業區,432,097建字第0118號,15,0,3,382.72,5860.0,1,48.82,278.42,新建,56,1,RC造,151.2,2011-06-30,2011-05-02,,2008-12-10,0
100使字第0195號,住2,799.71,098建字第8168號,5,0,1,0,1336.0,2,17.5,295.09,新建,9,2,RC造,479.83,2011-06-30,2011-03-28,,2010-02-10,0
100使字第0196號,住3,256,098建字第0016號,7,0,2,118.99,1083.0,1,23,113.61,新建,2,1,RC造,140.8,2011-06-30,2011-01-19,,2009-09-23,0
100使字第0197號,大學用地,58165.99,089建字第0133號,11,0,3,19400.37,101981.0,1,46.2,5519.87,新建,1,1,鋼骨RC造、鋼骨造,35467.36,2011-06-30,2010-09-08,,2002-10-31,0
100使字第0198號,第三類住宅用地,325,095建字第0488號,7,0,1,0,1078.0,1,26,146.19,新建,8,1,RC造,178.75,2011-06-30,2009-12-10,,2007-04-13,0
100使字第0199號,特定專用區(三)(供特定住宅使用)、特定專用區(四)(供河濱住宅使用),2343,083建字第0222號,10,0,2,2605.44,12143.0,,31.75,1322.27,新建,89,2,RC造、磚造,351.45,2011-07-01,2011-04-13,,1995-03-08,0
100使字第0200號,第三種商業區,211.07,097建字第0482號,13,0,4,220.72,3543.0,1,49.9,145.11,新建,33,1,RC造,79.29,2011-07-04,2011-03-30,,2009-07-16,60.93
100使字第0201號,住3、住3－1,3082.42,098建字第0021號,15,0,4,3000.4,44349.0,1,49.99,1543.2,新建,114,1,RC造,1890.35,2011-07-06,2011-03-25,,2009-02-20,354.58
100使字第0202號,商1,361.61,097建字第0301號,9,0,3,226.99,3568.0,1,32.6,219.02,新建,17,1,RC造,181.81,2011-07-06,2011-01-31,,2009-03-16,50.39
100使字第0203號,"商3,特定專用區(二),(供一般商業使用)",237.62,099建字第0126號,5,0,1,244.72,102.0,1,31.55,135.7,增建,1,1,RC造,69.98,2011-07-07,2011-01-13,,,86.38
100使字第0204號,住宅區(住商混合使用),1224.96,097建字第0098號,9,0,2,612.07,5575.0,1,29.95,489.97,新建,30,1,RC造,734.98,2011-07-08,2011-05-19,,2008-07-08,0
100使字第0205號,住4,248,098建字第0045號,5,0,1,0,552.0,,15,88.31,新建,22,1,RC造,101.83,2011-07-11,2011-04-22,,2009-10-13,0
100使字第0206號,住3,302,099建字第0026號,7,0,1,173.01,1120.0,1,24.95,134.99,新建,12,1,RC造,166.1,2011-07-11,2011-03-04,,2010-02-25,0
100使字第0207號,學校用地、台灣大學用地〈公共設施用地〉,869491,099建字第0213號,4,0,0,0,84.0,0,15.7,19.46,增建,0,1,RC造,521694.6,2011-07-11,2011-05-30,,2010-07-09,0
100使字第0208號,住3,440.58,097建字第0253號,7,0,2,197.59,2004.0,1,23,197.59,新建,11,1,RC造,242.32,2011-07-11,2011-04-13,,2009-03-10,0
100使字第0209號,殯儀館用地,18704,099建字第0052號,1,0,0,0,303.0,0,3.2,140.29,新建,1,1,鋼鐵造,7473.88,2011-07-12,2010-10-20,,2010-04-18,0
100使字第0210號,住3－1、商三(原屬商二),1593.29,097建字第0136號,18,0,5,1346.72,22462.0,1,59.65,936.86,新建,68,2,RC造,751.85,2011-07-13,2011-03-30,,2008-11-03,225.71
100使字第0211號,住3,123,096建字第0162號,6,0,1,68.3,481.0,1,18.6,61.17,新建,5,1,RC造,61.17,2011-07-13,2011-03-24,,2007-10-03,0
100使字第0212號,住3,1720,099建字第0369號,6,0,1,450.11,93.0,,23.8,7.35,增建,0,1,鋼骨造,1322.59,2011-07-13,2011-04-14,,2010-10-18,0
100使字第0213號,第三種住宅,1460.06,097建字第0386號,4,0,2,0,3952.0,1,22.4,729.9,新建,33,4,RC造,730.16,2011-07-15,2011-04-13,,2009-06-01,0
100使字第0214號,住3,602,097建字第0598號,8,0,3,463.59,3460.0,1,23.8,270.67,新建,29,1,RC造,331.1,2011-07-15,2011-04-12,23.65,2009-03-05,0
100使字第0215號,公墓用地(公共設施用地),88465.67,098建字第0283號,3,0,2,0,6011.0,1,14.2,1141.31,新建,1,1,RC造,75195.82,2011-07-15,2011-04-27,,2009-08-21,0
100使字第0216號,住3,1141,097建字第0486號,13,0,3,1023.83,10511.0,1,48.4,485.55,新建,36,1,RC造,627.55,2011-07-18,2011-05-10,,2009-07-22,0
100使字第0217號,第二種住宅區,323,097建字第0578號,5,0,2,249.98,882.0,,17.5,110.86,新建,7,1,RC造,209.95,2011-07-18,2011-04-14,,2009-08-21,0
100使字第0218號,住3,638,097建字第0493號,8,0,3,481.87,3477.0,1,26.85,286.52,新建,8,1,RC造,351.48,2011-07-19,2011-05-31,,2009-07-24,0
100使字第0219號,住3,426.35,096建字第0445號,7,0,1,245.09,1942.0,1,21,191.84,新建,10,1,鋼骨RC造,234.51,2011-07-20,2010-01-04,,2008-04-18,0
100使字第0220號,住3,1786,097建字第0299號,14,0,3,1433.81,13979.0,1,49.15,696.41,新建,41,1,RC造,1089.59,2011-07-20,2011-05-31,,2008-12-08,0
100使字第0221號,特定專用區(一)(供特定商業使用),133.41,097建字第0120號,2,0,0,0,184.0,1,10.18,94.17,新建,1,1,磚造、RC造,26.68,2011-07-22,2010-12-22,,2008-12-15,19.59
100使字第0222號,住3,463,098建字第0068號,10,0,2,391.12,2708.0,1,36.4,208.34,新建,34,1,RC造、磚造,254.65,2011-07-22,2011-04-26,,2009-07-07,0
100使字第0223號,第三種住宅,393,094建字第0119號,7,,2,305.7,1419.0,1,24,174.97,新建,8,1,RC造,216.15,2011-07-25,2010-07-07,,2007-05-08,0
100使字第0224號,敦化南北路特定專用區(A區)(原屬第四及第四之一種住宅區),1645.54,097建字第0311號,12,0,3,1314.1,20295.0,1,49.95,890.28,新建,12,1,鋼骨造,575.94,2011-07-16,2011-06-08,,2009-03-16,132.46
100使字第0225號,第四種商業區(原屬商三),2379.93,097建字第0566號,13,0,6,1989.55,38985.0,1,44.9,1662.42,新建,197,3,RC造,834.81,2011-07-26,2011-05-05,,2008-09-09,125.07
100使字第0226號,國小用地(公共設施用地),17345.95,095建字第0259號,5,0,2,2196.71,12520.0,,24,1249.37,新建,2,5,RC造、鋼骨RC造,10407.57,2011-07-28,2011-05-02,,2007-01-31,0
100使字第0227號,機關用地(公共設施用地),23171.66,099建字第0379號,1,0,0,0,64.0,1,6.45,44.2,增建,0,1,鋼骨RC造,17885.79,2011-07-29,2011-03-10,,2010-10-19,0
100使字第0228號,國立陽明大學用地(公共設施用地),495426.78,098建字第0447號,3,0,1,217.82,46.0,1,12.5,1427.74,增建,0,1,鋼骨造,112441.2,2011-07-29,2010-11-08,12.5,2010-01-15,0
100使字第0229號,機關用地,3878.01,099雜字第0038號,0,,0,,11.0,0,2.4,67.6,新建,0,0,鋼構造,0,2011-07-29,2011-05-17,,2010-12-03,0
100使字第0230號,商2,133.19,098建字第0062號,2,0,0,0,182.0,1,8,86.53,新建,1,1,RC造,46.66,2011-08-01,2011-03-25,,2009-10-21,28.81
100使字第0231號,業務設施區(信義計劃特定專用區),5365.25,099建字第0338號,10,0,3,5536.79,16432.0,0,49.95,4199.69,增建,1,1,鋼骨造,1165.56,2011-08-03,2011-06-28,,2010-10-11,135.75
100使字第0232號,大專用地(公共設施用地),93101,098建字第0305號,1,0,1,0,300.0,1,3.95,7.04,增建,1,1,鋼鐵造,59738.14,2011-08-04,2011-05-23,,2010-04-21,0
100使字第0233號,科技工業區B區(原屬第二種工業區),1714.73,098建字第0537號,5,0,3,909.78,5106.0,1,16.27,856.53,新建,19,1,RC造,857.35,2011-08-04,2011-05-06,,2010-02-26,0
100使字第0234號,特定觀光商業專用區,83.6,098建字第0258號,5,0,0,0,212.0,1,18.6,51.13,新建,5,1,RC造,29.26,2011-08-05,2011-05-06,,2009-12-11,0
100使字第0235號,住宅區(信義計畫特定專用區),355,098建字第0292號,7,0,1,283.98,1618.0,1,29.1,141.75,新建,3,1,鋼骨RC造,213,2011-08-10,2011-05-18,,2009-10-22,0
100使字第0236號,住3,458,099建字第0016號,7,0,2,306.65,2026.0,1,23.95,200.45,新建,14,1,RC造,251.9,2011-08-10,2011-07-12,,2010-02-08,0
100使字第0237號,國小用地,22939,093建字第0173號,3,0,0,0,2911.0,3,14.35,1900.34,新建,1,3,RC造、鋼骨造,13763.4,2011-08-11,2010-10-07,14.2,2009-04-06,0
100使字第0238號,住2,150,095建字第0629號,4,0,1,0,132.0,0,15.3,35.48,新建,1,1,RC造,97.5,2011-08-15,2011-03-30,,2007-10-01,0
100使字第0239號,第二種住宅區,458.1,098建字第0377號,5,0,1,0,761.0,1,16.85,144.54,新建,5,1,RC造,297.77,2011-08-12,2011-01-14,16.7,2009-12-03,0
100使字第0240號,住2,239.06,097建字第0038號,5,0,0,0,327.0,1,17.2,82,新建,6,1,RC造,155.39,2011-08-15,2011-04-08,,2008-06-23,0
100使字第0241號,第四種商業區(原屬商三),182,095建字第0576號,7,0,2,126.55,851.0,1,25.45,110.42,新建,20,1,RC造,63.7,2011-08-19,2009-11-19,,2007-06-20,0
100使字第0242號,保護區,440.32,099建字第0067號,3,0,1,0,437.0,1,10.5,164.93,新建,1,1,RC造,264.19,2011-08-19,2011-05-19,,2010-04-21,0
100使字第0243號,住4,87,099建字第0070號,6,0,1,55.84,444.0,1,17.8,42.8,新建,5,1,RC造,43.5,2011-08-22,2011-05-05,,2010-04-16,0
100使字第0244號,第三種住宅,132.9,097建字第0379號,6,0,2,77.23,564.0,1,21.85,59.78,新建,6,1,RC造,73.12,2011-08-23,2011-05-02,,2009-05-07,0
100使字第0245號,第二種住宅區,1970.8,098建字第0281號,5,0,1,0,3571.0,4,17.5,684.92,新建,14,6,RC造,1285.88,2011-08-23,2011-04-06,,2009-12-24,0
100使字第0246號,住3、住3－2,2395.15,097建字第0068號,11,0,3,1692.83,17725.0,1,35.95,1060.47,新建,115,2,RC造,1317.33,2011-08-23,2011-06-13,,2009-03-03,210.85
100使字第0247號,商業區（原商三後經調整為商四使用）,1394,098建字第0085號,16,0,5,1150.02,19020.0,1,56.85,718.68,新建,58,1,RC造,487.9,2011-08-24,2011-05-17,,2009-07-23,0
100使字第0248號,機關用地(公共設施用地),9079,098建字第0302號,12,0,1,2497.04,13552.0,2,40.1,1184.26,新建,68,3,RC造,5447.4,2011-08-24,2011-06-01,,2009-10-30,0
100使字第0249號,第三種住宅,213.38,098建字第0489號,7,0,1,134.32,701.0,1,21.2,93.7,新建,13,1,RC造,117.36,2011-08-25,2011-04-26,,2010-05-07,0
100使字第0250號,第三種住宅,412,096建字第0678號,7,0,1,219.6,1595.0,1,21,185.4,新建,12,1,RC造,226.6,2011-08-25,2011-05-31,,2008-07-08,0
100使字第0251號,第一種商業區(原屬第三之一種住宅區),833.33,098建字第0389號,11,0,2,695.19,5945.0,1,35.9,374.99,新建,32,1,RC造,458.33,2011-08-26,2011-07-21,,2010-02-11,35.67
100使字第0252號,住3,700,097建字第0102號,7,0,2,630.93,3509.0,1,26.75,313.39,新建,30,1,RC造,385,2011-08-26,2010-09-03,,2008-06-25,0
100使字第0253號,學校用地,52727,094建字第0467號,6,0,1,3879.84,14503.0,1,24.6,2932.51,新建,1,1,RC造,24836.32,2011-08-26,2011-05-09,,2006-01-20,0
100使字第0254號,住2,1465.9,097建字第0517號,5,0,2,732.74,2869.0,1,17.5,448.31,新建,21,2,RC造,952.84,2011-08-26,2011-04-29,,2009-07-30,0
100使字第0255號,國小用地(公共設施用地),38217,099雜字第0020號,0,,0,,76.0,0,1,1,新建,0,0,RC造,0,2011-08-31,2011-04-18,,2010-11-05,0
100使字第0256號,文教區,47292.24,098建字第0466號,6,0,1,564.16,5796.0,0,21.3,7714.48,新建,1,1,RC造,26412.18,2011-08-31,2011-05-19,,2010-01-07,0
100使字第0257號,第三種住宅,1326,097建字第0408號,10,0,3,1144.44,8663.0,1,32.4,590.74,新建,31,1,RC造,729.3,2011-09-01,2011-06-27,,2009-04-12,0
100使字第0258號,商業區(供一般商業使用),521.9,098建字第0223號,7,0,2,382.17,1735.0,1,26.5,249.72,新建,54,1,RC造,235.44,2011-09-01,2011-05-31,,2009-07-08,66.7
100使字第0259號,市場用地,5737,097建字第0031號,2,0,3,2650.41,7660.0,0,6.95,3308.94,新建,1,1,RC造、輕型鋼架造,2428.06,2011-09-01,2011-06-17,,2008-05-29,0
100使字第0260號,辦公服務區(二),2777.08,099建字第0061號,13,0,4,1388.46,28908.0,1,49.85,971.79,新建,37,1,鋼骨造,1666.25,2011-09-05,2011-07-11,,2010-03-15,0
100使字第0261號,學校用地,16833.13,098建字第0235號,8,0,2,1270.74,8019.0,1,30.85,789.36,新建,1,1,RC造,11479.2,2011-09-06,2011-05-30,,2009-09-10,0
100使字第0262號,第三種商業區,50126,099雜字第0041號,0,0,0,0,5324.0,0,0,0,新建,0,0,RC造,,2011-09-07,2011-08-22,,2011-01-10,0
100使字第0263號,住3及住3－1,7226,096建字第0421號,15,0,2,4189.15,39706.0,3,49.95,2486.21,新建,181,3,RC造,3961.54,2011-09-08,2010-12-21,,2008-08-08,0
100使字第0264號,住3,165,097建字第0268號,7,0,1,82.4,651.0,1,20,74.24,新建,11,1,RC造,90.76,2011-09-08,2011-06-13,,2009-03-26,0
100使字第0265號,住宅區(供商務住宅使用),1166.8,098建字第0057號,11,0,2,734.65,5614.0,1,40,398.69,新建,32,1,RC造,768.11,2011-09-08,2011-08-16,,2009-12-17,0
100使字第0266號,敦化南北路特定專用區(B區),567.47,099建字第0400號,14,0,3,0,570.0,1,48.6,302.53,增建,1,1,RC造、鋼骨造,303.04,2011-09-09,2011-06-23,,2010-12-10,143.51
100使字第0267號,科技工業區A區(原工三),2806.06,099建字第0046號,17,0,5,1804.55,39413.0,1,69.8,1148.8,新建,32,1,鋼骨造,1262.73,2011-09-09,2011-07-21,,2010-03-02,0
100使字第0268號,第四種商業區,191.82,098建字第0312號,13,0,2,158.71,2722.0,1,45.65,153.1,新建,16,1,RC造,56.5,2011-09-13,2011-05-05,,2009-10-29,34.18
100使字第0269號,住3,144,099建字第0115號,5,0,1,0,441.0,1,14.6,71.9,新建,5,1,RC造,72,2011-09-14,2011-06-22,,2010-05-18,0
100使字第0270號,第三種住宅,309.09,098建字第0536號,7,0,1,213.65,1153.0,1,22.6,136.93,新建,14,1,RC造,169.99,2011-09-15,2011-07-20,,2010-06-01,0
100使字第0271號,學校用地,28110,099建字第0246號,1,0,0,0,10.0,1,3.4,24.78,增建,0,1,不銹鋼造、其他,16866,2011-09-23,2011-07-07,,2010-12-30,0
100使字第0272號,第三種住宅,2022,097建字第0409號,11,0,3,1669.91,12883.0,0,35.55,905.41,新建,37,1,RC造,1112.1,2011-09-20,2011-07-05,,2009-04-16,0
100使字第0273號,金融服務專用區,14093,096建字第0286號,14,0,5,10942.86,141407.0,1,66.75,6922.34,新建,2,1,鋼骨造,7046.5,2011-09-20,2011-04-12,,2007-07-25,0
100使字第0274號,師專用地(公共設施用地),71525,097建字第0066號,8,0,1,2528.84,14470.0,3,31.85,4506.34,新建,1,3,RC造、鋼骨造,42915,2011-09-21,2011-06-23,,2009-04-15,0
100使字第0275號,住4,383,098建字第0472號,10,0,2,294.51,2334.0,1,32.6,188.72,新建,31,1,RC造,191.5,2011-09-21,2011-08-01,,2010-05-17,0
100使字第0276號,住3,151,098建字第0241號,5,0,0,0,315.0,1,15.4,67.93,新建,2,1,RC造,83.05,2011-09-22,2011-05-17,,2010-04-01,0
100使字第0277號,第四種住宅區,116,099建字第0038號,5,0,0,0,341.0,1,14.6,64.09,新建,5,1,RC造,46.4,2011-09-23,2011-05-13,14.45,2010-04-29,0
100使字第0278號,商3,147,095建字第0070號,7,47.44,1,64.03,679.0,1,24,93.05,新建,10,1,RC造,51.45,2011-09-26,2011-04-26,,2006-10-26,0
100使字第0279號,第四種商業區,1376.07,094建字第0043號,6,0,6,1261.37,18138.0,1,97.8,1020.42,新建,35,1,鋼骨造,597.8,2011-09-26,2011-04-27,,2005-11-28,331.93
